timestamp,Run,Rate,MB/sec,Resp,
03/22/2024-09:57:15-CST,format_for_72th-1MB-200MB-write,1351,1351,52.2643
03/22/2024-09:57:16-CST,format_for_72th-1MB-200MB-write,1379,1379,50.8422
03/22/2024-09:57:17-CST,format_for_72th-1MB-200MB-write,1373,1373,52.3754
03/22/2024-09:57:18-CST,format_for_72th-1MB-200MB-write,1391,1391,51.5962
03/22/2024-09:57:19-CST,format_for_72th-1MB-200MB-write,1361,1361,53.1196
03/22/2024-09:57:20-CST,format_for_72th-1MB-200MB-write,1376,1376,52.1704
03/22/2024-09:57:21-CST,format_for_72th-1MB-200MB-write,1368,1368,52.7703
03/22/2024-09:57:22-CST,format_for_72th-1MB-200MB-write,1373,1373,52.4766
03/22/2024-09:57:23-CST,format_for_72th-1MB-200MB-write,1374,1374,52.3934
03/22/2024-09:57:24-CST,format_for_72th-1MB-200MB-write,1370,1370,52.4539
03/22/2024-09:57:25-CST,format_for_72th-1MB-200MB-write,1374,1374,52.3034
03/22/2024-09:57:26-CST,format_for_72th-1MB-200MB-write,1393,1393,50.7995
03/22/2024-09:57:27-CST,format_for_72th-1MB-200MB-write,1375,1375,46.8481
03/22/2024-09:57:28-CST,format_for_72th-1MB-200MB-write,1298,1298,33.2654
03/22/2024-09:57:29-CST,format_for_72th-1MB-200MB-write,1124,1124,32.0727
03/22/2024-09:57:30-CST,format_for_72th-1MB-200MB-write,1121,1121,32.0937
03/22/2024-09:57:31-CST,format_for_72th-1MB-200MB-write,1122,1122,32.0658
03/22/2024-09:57:32-CST,format_for_72th-1MB-200MB-write,1123,1123,32.0926
03/22/2024-09:57:33-CST,format_for_72th-1MB-200MB-write,1123,1123,31.8694
03/22/2024-09:57:34-CST,format_for_72th-1MB-200MB-write,402,402,19.6135
03/22/2024-09:57:36-CST,72th-1MB-200MB-write,870,870,45.8262
03/22/2024-09:57:37-CST,72th-1MB-200MB-write,1375,1375,52.9949
03/22/2024-09:57:38-CST,72th-1MB-200MB-write,1377,1377,52.4159
03/22/2024-09:57:39-CST,72th-1MB-200MB-write,1375,1375,52.0908
03/22/2024-09:57:40-CST,72th-1MB-200MB-write,1379,1379,52.4127
03/22/2024-09:57:41-CST,72th-1MB-200MB-write,1377,1377,52.1446
03/22/2024-09:57:42-CST,72th-1MB-200MB-write,1376,1376,52.0916
03/22/2024-09:57:43-CST,72th-1MB-200MB-write,1378,1378,52.4159
03/22/2024-09:57:44-CST,72th-1MB-200MB-write,1377,1377,52.1792
03/22/2024-09:57:45-CST,72th-1MB-200MB-write,1378,1378,51.7753
03/22/2024-09:57:46-CST,72th-1MB-200MB-write,1377,1377,51.5938
03/22/2024-09:57:47-CST,72th-1MB-200MB-write,1377,1377,52.7329
03/22/2024-09:57:48-CST,72th-1MB-200MB-write,1377,1377,51.7864
03/22/2024-09:57:49-CST,72th-1MB-200MB-write,1378,1378,51.8712
03/22/2024-09:57:50-CST,72th-1MB-200MB-write,1377,1377,52.8225
03/22/2024-09:57:51-CST,72th-1MB-200MB-write,1377,1377,51.8234
03/22/2024-09:57:52-CST,72th-1MB-200MB-write,1379,1379,52.3005
03/22/2024-09:57:53-CST,72th-1MB-200MB-write,1376,1376,52.6488
03/22/2024-09:57:54-CST,72th-1MB-200MB-write,1376,1376,52.4805
03/22/2024-09:57:55-CST,72th-1MB-200MB-write,1378,1378,52.0787
03/22/2024-09:57:56-CST,72th-1MB-200MB-write,1377,1377,52.9218
03/22/2024-09:57:57-CST,72th-1MB-200MB-write,1378,1378,51.6932
03/22/2024-09:57:58-CST,72th-1MB-200MB-write,1377,1377,52.7695
03/22/2024-09:57:59-CST,72th-1MB-200MB-write,1376,1376,52.5752
03/22/2024-09:58:00-CST,72th-1MB-200MB-write,1377,1377,52.188
03/22/2024-09:58:01-CST,72th-1MB-200MB-write,1389,1389,51.539
03/22/2024-09:58:02-CST,72th-1MB-200MB-write,1367,1367,52.4431
03/22/2024-09:58:03-CST,72th-1MB-200MB-write,1375,1375,53.1437
03/22/2024-09:58:04-CST,72th-1MB-200MB-write,1378,1378,51.3757
03/22/2024-09:58:05-CST,72th-1MB-200MB-write,1378,1378,53.0868
03/22/2024-09:58:06-CST,72th-1MB-200MB-write,1378,1378,52.4218
03/22/2024-09:58:07-CST,72th-1MB-200MB-write,1375,1375,51.0559
03/22/2024-09:58:08-CST,72th-1MB-200MB-write,1378,1378,53.2436
03/22/2024-09:58:09-CST,72th-1MB-200MB-write,1377,1377,51.8715
03/22/2024-09:58:10-CST,72th-1MB-200MB-write,1377,1377,52.5434
03/22/2024-09:58:11-CST,72th-1MB-200MB-write,1376,1376,52.2664
03/22/2024-09:58:12-CST,72th-1MB-200MB-write,1380,1380,51.8565
03/22/2024-09:58:13-CST,72th-1MB-200MB-write,1373,1373,52.2698
03/22/2024-09:58:14-CST,72th-1MB-200MB-write,1375,1375,52.5964
03/22/2024-09:58:15-CST,72th-1MB-200MB-write,1379,1379,51.9272
03/22/2024-09:58:16-CST,72th-1MB-200MB-write,1376,1376,52.1561
03/22/2024-09:58:17-CST,72th-1MB-200MB-write,1377,1377,52.5244
03/22/2024-09:58:18-CST,72th-1MB-200MB-write,1377,1377,52.0348
03/22/2024-09:58:19-CST,72th-1MB-200MB-write,1377,1377,52.0999
03/22/2024-09:58:20-CST,72th-1MB-200MB-write,1379,1379,51.4745
03/22/2024-09:58:21-CST,72th-1MB-200MB-write,1376,1376,53.3229
03/22/2024-09:58:22-CST,72th-1MB-200MB-write,1378,1378,51.675
03/22/2024-09:58:23-CST,72th-1MB-200MB-write,1378,1378,52.7107
03/22/2024-09:58:24-CST,72th-1MB-200MB-write,1376,1376,52.367
03/22/2024-09:58:25-CST,72th-1MB-200MB-write,1376,1376,51.9524
03/22/2024-09:58:26-CST,72th-1MB-200MB-write,1377,1377,52.314
03/22/2024-09:58:27-CST,72th-1MB-200MB-write,1378,1378,51.61
03/22/2024-09:58:28-CST,72th-1MB-200MB-write,1376,1376,53.8463
03/22/2024-09:58:29-CST,72th-1MB-200MB-write,1379,1379,51.2288
03/22/2024-09:58:30-CST,72th-1MB-200MB-write,1377,1377,52.8081
03/22/2024-09:58:31-CST,72th-1MB-200MB-write,1378,1378,52.2798
03/22/2024-09:58:32-CST,72th-1MB-200MB-write,1370,1370,53.4234
03/22/2024-09:58:33-CST,72th-1MB-200MB-write,1378,1378,52.2486
03/22/2024-09:58:34-CST,72th-1MB-200MB-write,1379,1379,52.0571
03/22/2024-09:58:35-CST,72th-1MB-200MB-write,1377,1377,51.9683
03/22/2024-09:58:36-CST,72th-1MB-200MB-write,1377,1377,52.231
03/22/2024-09:58:37-CST,72th-1MB-200MB-write,1378,1378,52.2157
03/22/2024-09:58:38-CST,72th-1MB-200MB-write,1376,1376,52.1015
03/22/2024-09:58:39-CST,72th-1MB-200MB-write,1377,1377,52.5758
03/22/2024-09:58:40-CST,72th-1MB-200MB-write,1377,1377,51.6748
03/22/2024-09:58:41-CST,72th-1MB-200MB-write,1378,1378,52.5765
03/22/2024-09:58:42-CST,72th-1MB-200MB-write,1378,1378,52.1929
03/22/2024-09:58:43-CST,72th-1MB-200MB-write,1375,1375,52.2831
03/22/2024-09:58:44-CST,72th-1MB-200MB-write,1376,1376,51.9917
03/22/2024-09:58:45-CST,72th-1MB-200MB-write,1379,1379,52.3338
03/22/2024-09:58:46-CST,72th-1MB-200MB-write,1376,1376,52.7047
03/22/2024-09:58:47-CST,72th-1MB-200MB-write,1379,1379,52.423
03/22/2024-09:58:48-CST,72th-1MB-200MB-write,1376,1376,52.5056
03/22/2024-09:58:49-CST,72th-1MB-200MB-write,1379,1379,51.838
03/22/2024-09:58:50-CST,72th-1MB-200MB-write,1375,1375,52.085
03/22/2024-09:58:51-CST,72th-1MB-200MB-write,1379,1379,51.8282
03/22/2024-09:58:52-CST,72th-1MB-200MB-write,1378,1378,52.7469
03/22/2024-09:58:53-CST,72th-1MB-200MB-write,1376,1376,52.2284
03/22/2024-09:58:54-CST,72th-1MB-200MB-write,1377,1377,51.8547
03/22/2024-09:58:55-CST,72th-1MB-200MB-write,1378,1378,53.1754
03/22/2024-09:58:56-CST,72th-1MB-200MB-write,1376,1376,51.6605
03/22/2024-09:58:57-CST,72th-1MB-200MB-write,1378,1378,52.6357
03/22/2024-09:58:58-CST,72th-1MB-200MB-write,1376,1376,52.5863
03/22/2024-09:58:59-CST,72th-1MB-200MB-write,1377,1377,52.1282
03/22/2024-09:59:00-CST,72th-1MB-200MB-write,1379,1379,51.3997
03/22/2024-09:59:01-CST,72th-1MB-200MB-write,1378,1378,52.853
03/22/2024-09:59:02-CST,72th-1MB-200MB-write,1376,1376,52.2669
03/22/2024-09:59:03-CST,72th-1MB-200MB-write,1378,1378,52.2032
03/22/2024-09:59:04-CST,72th-1MB-200MB-write,1377,1377,52.6557
03/22/2024-09:59:05-CST,72th-1MB-200MB-write,1377,1377,51.7585
03/22/2024-09:59:06-CST,72th-1MB-200MB-write,1377,1377,52.076
03/22/2024-09:59:07-CST,72th-1MB-200MB-write,1377,1377,52.5594
03/22/2024-09:59:08-CST,72th-1MB-200MB-write,1376,1376,52.8265
03/22/2024-09:59:09-CST,72th-1MB-200MB-write,1378,1378,52.5757
03/22/2024-09:59:10-CST,72th-1MB-200MB-write,1378,1378,52.1601
03/22/2024-09:59:11-CST,72th-1MB-200MB-write,1378,1378,52.1021
03/22/2024-09:59:12-CST,72th-1MB-200MB-write,1378,1378,51.6187
03/22/2024-09:59:13-CST,72th-1MB-200MB-write,1372,1372,52.7635
03/22/2024-09:59:14-CST,72th-1MB-200MB-write,1378,1378,51.8217
03/22/2024-09:59:15-CST,72th-1MB-200MB-write,1378,1378,52.2573
03/22/2024-09:59:16-CST,72th-1MB-200MB-write,1378,1378,52.4383
03/22/2024-09:59:17-CST,72th-1MB-200MB-write,1378,1378,52.5935
03/22/2024-09:59:18-CST,72th-1MB-200MB-write,1376,1376,52.1592
03/22/2024-09:59:19-CST,72th-1MB-200MB-write,1378,1377,52.3831
03/22/2024-09:59:20-CST,72th-1MB-200MB-write,1377,1377,52.1765
03/22/2024-09:59:21-CST,72th-1MB-200MB-write,1378,1378,52.5744
03/22/2024-09:59:22-CST,72th-1MB-200MB-write,1376,1376,51.855
03/22/2024-09:59:23-CST,72th-1MB-200MB-write,1378,1378,51.929
03/22/2024-09:59:24-CST,72th-1MB-200MB-write,1377,1377,51.8228
03/22/2024-09:59:25-CST,72th-1MB-200MB-write,1378,1378,52.7733
03/22/2024-09:59:26-CST,72th-1MB-200MB-write,1377,1377,51.8037
03/22/2024-09:59:27-CST,72th-1MB-200MB-write,1377,1377,53.4247
03/22/2024-09:59:28-CST,72th-1MB-200MB-write,1377,1377,52.1941
03/22/2024-09:59:29-CST,72th-1MB-200MB-write,1379,1379,51.3661
03/22/2024-09:59:30-CST,72th-1MB-200MB-write,1376,1376,52.8322
03/22/2024-09:59:31-CST,72th-1MB-200MB-write,1377,1377,52.4476
03/22/2024-09:59:32-CST,72th-1MB-200MB-write,1377,1377,52.5548
03/22/2024-09:59:33-CST,72th-1MB-200MB-write,1377,1377,52.2069
03/22/2024-09:59:34-CST,72th-1MB-200MB-write,1377,1377,51.665
03/22/2024-09:59:35-CST,72th-1MB-200MB-write,1374,1374,52.415
03/22/2024-09:59:36-CST,72th-1MB-200MB-write,1378,1378,52.4462
03/22/2024-09:59:37-CST,72th-1MB-200MB-write,1378,1378,51.7224
03/22/2024-09:59:38-CST,72th-1MB-200MB-write,1377,1377,52.6106
03/22/2024-09:59:39-CST,72th-1MB-200MB-write,1376,1376,51.6065
03/22/2024-09:59:40-CST,72th-1MB-200MB-write,1380,1380,52.7905
03/22/2024-09:59:41-CST,72th-1MB-200MB-write,1377,1377,52.2645
03/22/2024-09:59:42-CST,72th-1MB-200MB-write,1377,1377,51.868
03/22/2024-09:59:43-CST,72th-1MB-200MB-write,1377,1377,52.2397
03/22/2024-09:59:44-CST,72th-1MB-200MB-write,1379,1379,52.0156
03/22/2024-09:59:45-CST,72th-1MB-200MB-write,1376,1376,52.5921
03/22/2024-09:59:46-CST,72th-1MB-200MB-write,1377,1377,52.1842
03/22/2024-09:59:47-CST,72th-1MB-200MB-write,1378,1378,52.6637
03/22/2024-09:59:48-CST,72th-1MB-200MB-write,1378,1378,52.0709
03/22/2024-09:59:49-CST,72th-1MB-200MB-write,1377,1377,51.8741
03/22/2024-09:59:50-CST,72th-1MB-200MB-write,1377,1377,52.9083
03/22/2024-09:59:51-CST,72th-1MB-200MB-write,1377,1377,52.0087
03/22/2024-09:59:52-CST,72th-1MB-200MB-write,1378,1378,51.776
03/22/2024-09:59:53-CST,72th-1MB-200MB-write,1379,1379,53.3706
03/22/2024-09:59:54-CST,72th-1MB-200MB-write,1375,1375,51.9681
03/22/2024-09:59:55-CST,72th-1MB-200MB-write,1379,1379,51.8968
03/22/2024-09:59:56-CST,72th-1MB-200MB-write,1377,1377,52.4612
03/22/2024-09:59:57-CST,72th-1MB-200MB-write,1376,1376,51.8968
03/22/2024-09:59:58-CST,72th-1MB-200MB-write,1378,1378,52.3423
03/22/2024-09:59:59-CST,72th-1MB-200MB-write,1379,1379,52.4459
03/22/2024-10:00:00-CST,72th-1MB-200MB-write,1376,1376,52.1195
03/22/2024-10:00:01-CST,72th-1MB-200MB-write,1378,1378,52.3585
03/22/2024-10:00:02-CST,72th-1MB-200MB-write,1376,1376,52.5383
03/22/2024-10:00:03-CST,72th-1MB-200MB-write,1376,1376,52.6258
03/22/2024-10:00:04-CST,72th-1MB-200MB-write,1378,1378,51.5056
03/22/2024-10:00:05-CST,72th-1MB-200MB-write,1379,1379,52.42
03/22/2024-10:00:06-CST,72th-1MB-200MB-write,1381,1381,52.3879
03/22/2024-10:00:07-CST,72th-1MB-200MB-write,1379,1379,52.215
03/22/2024-10:00:08-CST,72th-1MB-200MB-write,1376,1376,52.5837
03/22/2024-10:00:09-CST,72th-1MB-200MB-write,1375,1375,52.1852
03/22/2024-10:00:10-CST,72th-1MB-200MB-write,1377,1377,52.5064
03/22/2024-10:00:11-CST,72th-1MB-200MB-write,1376,1376,51.6353
03/22/2024-10:00:12-CST,72th-1MB-200MB-write,1380,1380,52.1829
03/22/2024-10:00:13-CST,72th-1MB-200MB-write,1375,1375,52.3782
03/22/2024-10:00:14-CST,72th-1MB-200MB-write,1379,1379,52.6023
03/22/2024-10:00:15-CST,72th-1MB-200MB-write,1376,1376,51.7229
03/22/2024-10:00:16-CST,72th-1MB-200MB-write,1378,1378,52.6114
03/22/2024-10:00:17-CST,72th-1MB-200MB-write,1375,1375,51.9527
03/22/2024-10:00:18-CST,72th-1MB-200MB-write,1377,1377,52.9361
03/22/2024-10:00:19-CST,72th-1MB-200MB-write,1379,1379,51.7153
03/22/2024-10:00:20-CST,72th-1MB-200MB-write,1375,1375,53.2139
03/22/2024-10:00:21-CST,72th-1MB-200MB-write,1376,1376,52.3919
03/22/2024-10:00:22-CST,72th-1MB-200MB-write,1380,1380,51.69
03/22/2024-10:00:23-CST,72th-1MB-200MB-write,1378,1378,52.3166
03/22/2024-10:00:24-CST,72th-1MB-200MB-write,1376,1376,52.1129
03/22/2024-10:00:25-CST,72th-1MB-200MB-write,1379,1379,52.1595
03/22/2024-10:00:26-CST,72th-1MB-200MB-write,1376,1376,52.295
03/22/2024-10:00:27-CST,72th-1MB-200MB-write,1376,1376,52.2581
03/22/2024-10:00:28-CST,72th-1MB-200MB-write,1375,1375,52.4549
03/22/2024-10:00:29-CST,72th-1MB-200MB-write,1378,1378,52.643
03/22/2024-10:00:30-CST,72th-1MB-200MB-write,1378,1378,51.6482
03/22/2024-10:00:31-CST,72th-1MB-200MB-write,1376,1376,52.8087
03/22/2024-10:00:32-CST,72th-1MB-200MB-write,1377,1377,51.689
03/22/2024-10:00:33-CST,72th-1MB-200MB-write,1378,1378,52.7838
03/22/2024-10:00:34-CST,72th-1MB-200MB-write,1377,1377,51.814
03/22/2024-10:00:35-CST,72th-1MB-200MB-write,1376,1376,52.5038
03/22/2024-10:00:36-CST,72th-1MB-200MB-write,1377,1377,52.7871
03/22/2024-10:00:37-CST,72th-1MB-200MB-write,1378,1378,51.5506
03/22/2024-10:00:38-CST,72th-1MB-200MB-write,1376,1376,52.6952
03/22/2024-10:00:39-CST,72th-1MB-200MB-write,1378,1378,51.9147
03/22/2024-10:00:40-CST,72th-1MB-200MB-write,1376,1376,52.3519
03/22/2024-10:00:41-CST,72th-1MB-200MB-write,1374,1374,52.2568
03/22/2024-10:00:42-CST,72th-1MB-200MB-write,1377,1377,53.0363
03/22/2024-10:00:43-CST,72th-1MB-200MB-write,1382,1382,51.495
03/22/2024-10:00:44-CST,72th-1MB-200MB-write,1375,1375,51.9526
03/22/2024-10:00:45-CST,72th-1MB-200MB-write,1378,1378,52.5045
03/22/2024-10:00:46-CST,72th-1MB-200MB-write,1377,1377,52.6216
03/22/2024-10:00:47-CST,72th-1MB-200MB-write,1378,1378,52.1988
03/22/2024-10:00:48-CST,72th-1MB-200MB-write,1378,1378,51.8305
03/22/2024-10:00:49-CST,72th-1MB-200MB-write,1376,1376,52.0923
03/22/2024-10:00:50-CST,72th-1MB-200MB-write,1376,1376,52.7698
03/22/2024-10:00:51-CST,72th-1MB-200MB-write,1378,1378,52.4382
03/22/2024-10:00:52-CST,72th-1MB-200MB-write,1377,1377,52.465
03/22/2024-10:00:53-CST,72th-1MB-200MB-write,1376,1376,51.5715
03/22/2024-10:00:54-CST,72th-1MB-200MB-write,1377,1377,52.7924
03/22/2024-10:00:55-CST,72th-1MB-200MB-write,1379,1379,51.8451
03/22/2024-10:00:56-CST,72th-1MB-200MB-write,1376,1376,53.033
03/22/2024-10:00:57-CST,72th-1MB-200MB-write,1382,1382,52.3129
03/22/2024-10:00:58-CST,72th-1MB-200MB-write,1377,1377,51.7854
03/22/2024-10:00:59-CST,72th-1MB-200MB-write,1378,1378,51.4813
03/22/2024-10:01:00-CST,72th-1MB-200MB-write,1377,1377,53.2998
03/22/2024-10:01:01-CST,72th-1MB-200MB-write,1378,1378,52.0683
03/22/2024-10:01:02-CST,72th-1MB-200MB-write,1375,1375,52.151
03/22/2024-10:01:03-CST,72th-1MB-200MB-write,1378,1378,51.7028
03/22/2024-10:01:04-CST,72th-1MB-200MB-write,1378,1378,51.9734
03/22/2024-10:01:05-CST,72th-1MB-200MB-write,1377,1377,53.4925
03/22/2024-10:01:06-CST,72th-1MB-200MB-write,1377,1377,51.8081
03/22/2024-10:01:07-CST,72th-1MB-200MB-write,1377,1377,51.8533
03/22/2024-10:01:08-CST,72th-1MB-200MB-write,1377,1377,51.8049
03/22/2024-10:01:09-CST,72th-1MB-200MB-write,1376,1376,53.5737
03/22/2024-10:01:10-CST,72th-1MB-200MB-write,1377,1377,51.5491
03/22/2024-10:01:11-CST,72th-1MB-200MB-write,1378,1378,52.1944
03/22/2024-10:01:12-CST,72th-1MB-200MB-write,1375,1375,52.5495
03/22/2024-10:01:13-CST,72th-1MB-200MB-write,1377,1377,52.1097
03/22/2024-10:01:14-CST,72th-1MB-200MB-write,1378,1378,52.3976
03/22/2024-10:01:15-CST,72th-1MB-200MB-write,1380,1380,52.4627
03/22/2024-10:01:17-CST,72th-1MB-200MB-read,2054,2054,32.6297
03/22/2024-10:01:18-CST,72th-1MB-200MB-read,2234,2234,32.2046
03/22/2024-10:01:19-CST,72th-1MB-200MB-read,2248,2248,32.1018
03/22/2024-10:01:20-CST,72th-1MB-200MB-read,2242,2242,32.0753
03/22/2024-10:01:21-CST,72th-1MB-200MB-read,2246,2246,32.0743
03/22/2024-10:01:22-CST,72th-1MB-200MB-read,2242,2242,32.0538
03/22/2024-10:01:23-CST,72th-1MB-200MB-read,2245,2245,30.8578
03/22/2024-10:01:24-CST,72th-1MB-200MB-read,2243,2243,31.7557
03/22/2024-10:01:25-CST,72th-1MB-200MB-read,2245,2245,32.0719
03/22/2024-10:01:26-CST,72th-1MB-200MB-read,2247,2247,32.0812
03/22/2024-10:01:27-CST,72th-1MB-200MB-read,2242,2242,31.9261
03/22/2024-10:01:28-CST,72th-1MB-200MB-read,2245,2245,32.0813
03/22/2024-10:01:29-CST,72th-1MB-200MB-read,2244,2244,31.6398
03/22/2024-10:01:30-CST,72th-1MB-200MB-read,2243,2243,31.856
03/22/2024-10:01:31-CST,72th-1MB-200MB-read,2247,2247,31.957
03/22/2024-10:01:32-CST,72th-1MB-200MB-read,2244,2244,31.4369
03/22/2024-10:01:33-CST,72th-1MB-200MB-read,2245,2245,32.0794
03/22/2024-10:01:34-CST,72th-1MB-200MB-read,2243,2243,32.0728
03/22/2024-10:01:35-CST,72th-1MB-200MB-read,2243,2243,31.9428
03/22/2024-10:01:36-CST,72th-1MB-200MB-read,2245,2245,31.3845
03/22/2024-10:01:37-CST,72th-1MB-200MB-read,2244,2244,32.0827
03/22/2024-10:01:38-CST,72th-1MB-200MB-read,2246,2246,32.0801
03/22/2024-10:01:39-CST,72th-1MB-200MB-read,2244,2244,32.0691
03/22/2024-10:01:40-CST,72th-1MB-200MB-read,2245,2245,31.6684
03/22/2024-10:01:41-CST,72th-1MB-200MB-read,2244,2244,31.625
03/22/2024-10:01:42-CST,72th-1MB-200MB-read,2242,2242,31.3278
03/22/2024-10:01:43-CST,72th-1MB-200MB-read,2248,2248,32.0674
03/22/2024-10:01:44-CST,72th-1MB-200MB-read,2245,2245,29.9034
03/22/2024-10:01:45-CST,72th-1MB-200MB-read,2242,2242,30.6124
03/22/2024-10:01:46-CST,72th-1MB-200MB-read,2244,2244,32.0766
03/22/2024-10:01:47-CST,72th-1MB-200MB-read,2244,2244,31.9772
03/22/2024-10:01:48-CST,72th-1MB-200MB-read,2245,2245,31.5928
03/22/2024-10:01:49-CST,72th-1MB-200MB-read,2243,2243,31.45
03/22/2024-10:01:50-CST,72th-1MB-200MB-read,2245,2245,31.979
